date,title,url
24 Sep 2013,United Nations 68th Session General Assembly Speech,speeches/barackobama/barackobamaunitednations68.htm
24 Sep 2013,On Health Care at WJClinton Global Initiative,speeches/barackobama/barackobamaclintonglobalinitiative.htm
02 Oct 2013,Government Shutdown Statement,speeches/barackobama/barackobamagovernmentshutdown.htm
21 Oct 2013,Affordable Care Act Website Issues Address,speeches/barackobama/barackobamaaffordablecareactwebsiteproblems.htm
11 Nov 2013,Veterans Day Address,speeches/barackobama/barackobamaveteransday2013.htm
14 Nov 2013,Affordable Care Act Changes Press Conference,speeches/barackobama/barackobamaaffordablecareactchanges.htm
23 Nov 2013,Iran Accord Statement,speeches/barackobama/barackobamairanaccordstatement.htm
05 Dec 2013,"On the Passing of Nelson ""Madiba"" Mandela",speeches/barackobama/barackobamamandelapassing.htm
10 Dec 2013,Address at the Public Memorial for Nelson Mandela,speeches/barackobama/barackobamanelsonmandelamemorial.htm
20 Dec 2013,End of Year Press Conference,speeches/barackobama/barackobamafinal2013presser.htm
17 Jan 2014,On Proposed Changes to US Intelligence Programs,speeches/barackobama/barackobamasignalsintelreview.htm
28 Jan 2014,Fifth Presidential State of the Union Speech,
06 Feb 2014,Speech at the 62nd National Prayer Breakfast,speeches/barackobama/barackobama2014prayerbreakfast.htm
26 Mar 2014,Speech to European Youth in Belgium,speeches/barackobama/barackobamaeuropeanyouth.htm
10 Apr 2014,Civil Rights Summit Keynote Speech,speeches/barackobama/barackobamaaustincivilrights.htm
17 Apr 2014,Press Conference on Affordable Care Act and Ukraine,speeches/barackobama/barackobamapressconference04-17-14.htm
24 Apr 2014,Joint Presser with Japan Prime Minister Shinzo Abe,speeches/barackobama/barackobamapmabejapanjointpresser.htm
27 Apr 2014,Young Leaders Town Hall Malaysia,speeches/barackobama/barackobamaYSEALIMalaysia.htm
28 Apr 2014,Joint Presser with Philippine President Aquino,speeches/barackobama/barackobamabenignoaquinojointpresser.htm
29 Apr 2014,Fort Bonifacio Address,speeches/barackobama/barackobamafortbonifacio.htm
03 May 2014,White House Correspondents Dinner Speech,speeches/barackobama/barackobamawhitehousecorrespondentsdinner2014.htm
21 May 2014,On Misconduct Allegations at the VA,speeches/barackobama/barackobamavamisconductallegations.htm
27 May 2014,Statement on Afghanistan,speeches/barackobama/barackobamastatementonafghanistan.htm
28 May 2014,U.S. Military Academy Commencement Address,speeches/barackobama/barackobamawestpointcommencement2014.htm
30 May 2014,Presser on VA Department Misconduct,speeches/barackobama/barackobamaveteransaffairsmisconduct.htm
04 Jun 2014,Polish Freedom Day Anniversary Address,speeches/barackobama/barackobamafreedomdaypoland.htm
06 Jun 2014,70th Anniversary of D-Day Address,speeches/barackobama/barackobamadday70.htm
30 Jun 2014,Immigration Reform and Border Security,speeches/barackobama/barackobamaimmigrationbordersecurity.htm
18 Jul 2014,On the Downing of Malaysian Airlines Flight 17,speeches/barackobama/barackobamaflightmh17.htm
21 Jul 2014,SSG Ryan Pitts Medal of Honor Ceremony Speech,speeches/barackobama/barackobamaryanpittsmedalofhonor.htm
01 Aug 2014,Presser on Executive Action and Foreign Policy,speeches/barackobama/barackobamaeconomyforeignpolicy.htm
07 Aug 2014,On Air Strikes and Humanitarian Effort in Iraq,speeches/barackobama/barackobamairaqairstrikehumanitarianeffort.htm
09 Aug 2014,Update on Air Strikes and Humanitarian Aid in Iraq,speeches/barackobama/barackobamairaqairstrikehumanitarianeffortupdate.htm
14 Aug 2014,"On Iraq and Ferguson, Missouri Situation",speeches/barackobama/barackobamafergusonmissouri.htm
28 Aug 2014,"Press Statement on the Economy, Iraq, and Ukraine",speeches/barackobama/barackobamairaqukraine.htm
03 Sep 2014,Joint Presser with Toomas Ilves,speeches/barackobama/barackobamajointpressertoomasilves.htm
03 Sep 2014,Address to the People of Estonia,speeches/barackobama/barackobamaestoniapeople.htm
10 Sep 2014,Speech to the Nation on ISIL,speeches/barackobama/barackobamaisilspeechtonation.htm
16 Sep 2014,Speech on Ebola Response at the CDC,speeches/barackobama/barackobamaebolacdc.htm
24 Sep 2014,United Nations 69th Session General Assembly Speech,speeches/barackobama/barackobamaunitednations69.htm
24 Sep 2014,United Nations Security Council Remarks,speeches/barackobama/barackobamaunitednationssecuritycouncil2014.htm
25 Sep 2014,United Nations Meeting on Ebola Speech,speeches/barackobama/barackobamaunitednationsebola.htm
17 Oct 2014,Speech On Signing Executive Order 13681 at the CFPB,speeches/barackobama/barackobamexecutiveorder13681acfpb.htm
28 Oct 2014,Ebola Response Update Speech,speeches/barackobama/barackobamaebolaresponseupdate.htm
05 Nov 2014,Midterm Elections Press Conference,speeches/barackobama/barackobamamidtermrepublicanvictorypresser.htm
14 Nov 2014,Joint Press Conference with Daw Aung San Suu Kyi,speeches/barackobama/barackobamasuukyipresser.htm
14 Nov 2014,Young Leaders Town Hall Myanmar/Burma,speeches/barackobama/barackobamaYSEALIMyanmar.htm
15 Nov 2014,Queensland University Address,speeches/barackobama/barackobamaqueenslanduniversity.htm
20 Nov 2014,National Immigration Policy Address,speeches/barackobama/barackobamaimmigrationnationalpolicy.htm
24 Nov 2014,On Ferguson Grand Jury Decision,speeches/barackobama/barackobamafergusongrandjury.htm
02 Dec 2014,NIH Ebola Vaccine Research Address,speeches/barackobama/barackobamaebolavaccineNIH.htm
17 Dec 2014,Cuba Detente Policy Address,speeches/barackobama/barackobamacubapolicychanges.htm
19 Dec 2014,End of Year Press Conference,speeches/barackobama/barackobamafinal2014presser.htm
09 Jan 2015,American's College Promise Address,speeches/barackobama/barackobamacommunitycollegefreeplan.htm
12 Jan 2015,Federal Trade Commission Address,speeches/barackobama/barackobamaftc2014.htm
13 Jan 2015,National Cybersecurity Communication Center Speech,speeches/barackobama/barackobamanccic.htm
20 Jan 2015,Sixth Presidential State of the Union Speech,
27 Jan 2015,Speech to the People of India in New Delhi,speeches/barackobama/barackobamaindia2015.htm
05 Feb 2015,Speech at the 63rd National Prayer Breakfast,speeches/barackobama/barackobama2015prayerbreakfast.htm
11 Feb 2015,On Force Authorization Request Against ISIL,speeches/barackobama/barackobamaISILforceauthorization.htm
13 Feb 2015,Stanford University Cybersecurity Summit Address,speeches/barackobama/barackobamastanfordcybersecurity.htm
18 Feb 2015,Countering Violent Religious Extremism Summit,speeches/barackobama/barackobamaviolentreligiousextremism.htm
03 Mar 2015,On Iran and Netanyahu's Speech to Congress,speeches/barackobama/barackobamairanpmnetanyahucongressspeech.htm
07 Mar 2015,Selma March 50-Year Anniversary Address,speeches/barackobama/barackobamaselma50anniversarymarch.htm
10 Mar 2015,Student Aid Bill of Rights Announcement,speeches/barackobama/barackobamastudentaidbillofrights.htm
30 Mar 2015,Edward M. Kennedy Institute Dedication Speech,speeches/barackobama/barackobamatedkennedyinstitutededication.htm
02 Apr 2015,Statement on Iran Nuclear Agreement,speeches/barackobama/barackobamairannuclearagreement.htm
09 Apr 2015,Young Leaders Town Hall in Jamaica,speeches/barackobama/barackobamaYLAIJamaica.htm
10 Apr 2015,Civil Society Forum Address in Panama,speeches/barackobama/barackobamacivilsocietyforum.htm
11 Apr 2015,Press Conference Following Summit of the Americas,speeches/barackobama/barackobamapanamapostpresser.htm
11 Apr 2015,Summit of the Americas First Plenary Session,speeches/barackobama/barackobamasummitamericasplenarysession.htm
23 Apr 2015,On Hostages Warren Weinstein and Giovanni Lo Porto,speeches/barackobama/barackobamahostagedronedeaths.htm
25 Apr 2015,White House Correspondents Dinner Speech,speeches/barackobama/barackobamawhitehousecorrespondentsdinner2015.htm
08 May 2015,Transpacific Trade Pact Speech at Nike HQ,speeches/barackobama/barackobamatradenike.htm
22 May 2015,National Jewish American Heritage Month Address,speeches/barackobama/barackobamaadasisraelcongregation.htm
01 Jun 2015,Southeast Asian Youth Imitative Fellows Address,speeches/barackobama/barackobamaYSEALIWashingtonDC.htm
06 Jun 2015,Eulogy for Beau Biden III,speeches/barackobama/barackobamabeaubideneulogy.htm
08 Jun 2015,Post G7 Conference Presser,speeches/barackobama/barackobamaG7conference2015.htm
17 Jun 2015,Loretta Lynch Investiture Ceremony Address,speeches/barackobama/barackobamalorettalynchinvestiture.htm
18 Jun 2015,On the Charleston Emanuel AME Church Shooting,speeches/barackobama/barackobamasouthcarolinashooting.htm
19 Jun 2015,U.S. Conference of Mayors Address,speeches/barackobama/barackobamamayorsconference2015.htm
24 Jun 2015,Hostage Policy Review Statement,speeches/barackobama/barackobamahostagepolicyreview.htm
25 Jun 2015,On the USSC Ruling on the Affordable Care Act,speeches/barackobama/barackobamaaffordablecareactUSSC.htm
26 Jun 2015,Eulogy for Revered Clementa C. Pinckney,speeches/barackobama/barackobamaclementapinckneyeulogy.htm
06 Jul 2015,Pentagon Address on Defeating the Islamic State,speeches/barackobama/barackobamaisilprogresspentagon.htm
13 Jul 2015,Address at White House Aging Conference,speeches/barackobama/barackobamaagingconference.htm
14 Jul 2015,NAACP Convention Address,speeches/barackobama/barackobamanaacp2015.htm
14 Jul 2015,Iran Nuclear Accord Agreement Announcement,speeches/barackobama/barackobamairannucleardealfinal.htm
15 Jul 2015,Post Iran Nuclear Accord Agreement Press Conference,speeches/barackobama/barackobamairannuclearaccordfinalpresser.htm
26 Jul 2015,Kenya Civil Society Meeting,speeches/barackobama/barackobamakenyacivilsociety.htm
26 Jul 2015,Address to the People of Kenya,speeches/barackobama/barackobamakenyapeople.htm
28 Jul 2015,Address to African Continent Representatives,speeches/barackobama/barackobamaafricancontinentreps.htm
03 Aug 2015,Clean Power Plan Announcement,speeches/barackobama/barackobamacleanpowerplan.htm
05 Aug 2015,Iran Nuclear Deal Address at American University,speeches/barackobama/barackobamairanamericanuniversity.htm
27 Aug 2015,On Hurricane Katrina & 10-Year Aftermath,speeches/barackobama/barackobamakatrinahurricane10years.htm
11 Sep 2015,Worldwide Troop Talk at Fort Meade,speeches/barackobama/barackobamaworldwidetrooptalk.htm
19 Sep 2015,Congressional Black Caucus Awards Dinner Address,speeches/barackobama/barackobamacongressionalblackcaucus2015.htm
23 Sep 2015,Pope Francis White House Welcome Address,speeches/barackobama/barackobamapopefranciswhitehousewelcome.htm
25 Sep 2015,Joint Press Conference with President Xi Jinping,speeches/barackobama/barackobamaxijinpingrosegardenpresser2015.htm
25 Sep 2015,Gen. Martin Dempsey Retirement Ceremony Address,speeches/barackobama/barackobamamartindempseyretirement.htm
28 Sep 2015,United Nations 70th Session General Assembly Speech,speeches/barackobama/barackobamaunitednations70.htm
01 Oct 2015,On Umpqua Community College Mass Shooting,speeches/barackobama/barackobamaumpquashootings.htm
02 Oct 2015,Presser on Education Secretary Change,speeches/barackobama/barackobamapressconference10-02-15.htm
15 Oct 2015,Afghanistan Statement,speeches/barackobama/barackobamaafghanistanstatement.htm
21 Oct 2015,Community Forum Address on Prescription Drug Abuse,speeches/barackobama/barackobamawestvirginiacommunityforum.htm
13 Nov 2015,Statement on the Paris Terrorist Attacks,speeches/barackobama/barackobamaparisterrorattacks.htm
13 Nov 2015,Message to the People of Burundi,speeches/barackobama/barackobamaburundipeoplemessage.htm
16 Nov 2015,"G-20 Press Conference in Antalya, Turkey",speeches/barackobama/barackobamaturkeypresser.htm
21 Nov 2015,ASEAN Business and Investment Summit Address,speeches/barackobama/barackobamaASEAN2015.htm
22 Nov 2015,Malaysia Press Conference,speeches/barackobama/barackobamamalaysiapresser2015.htm
24 Nov 2015,Joint Press Conference with Francois Hollande,speeches/barackobama/barackobamafrancoishollandpresser.htm
30 Nov 2015,"COP21, Session 1 Address",speeches/barackobama/barackobamacop21.htm
01 Dec 2015,Paris Press Conference,speeches/barackobama/barackobamaparispressconference.htm
06 Dec 2015,On Foreign and Domestic Strategies Against Terrorism,speeches/barackobama/barackobamaforeigndomesticterrorismresponseovaloffice.htm
09 Dec 2015,113th Amendment 150-Year Anniversary Speech,speeches/barackobama/barackobama13thamendment150anniversary.htm
10 Dec 2015,Every Child Succeeds Act Signing Address,speeches/barackobama/barackobamaeverystudentsucceeds.htm
12 Dec 2015,Statement on Paris Climate Agreement,speeches/barackobama/barackobamaparisclimateagreement.htm
14 Dec 2015,Counter ISIL Campaign Update,speeches/barackobama/barackobamacounterISILupdate12-14-15.htm
15 Dec 2015,Naturalization Ceremony Speech at the Natl. Archives,speeches/barackobama/barackobamanaturalizationnationalarchives.htm
17 Dec 2015,Address at the National Counterterrorism Center,speeches/barackobama/barackobamanationalcounterterrorismcenter.htm
18 Dec 2015,End of Year Press Conference,speeches/barackobama/barackobamafinal2015presser.htm
01 Jan 2016,Weekly Address on Making Children's Safety,speeches/barackobama/weeklyaddresses/barackobamaweekly1-1-16.htm
05 Jan 2016,Speech Detailing Steps to Reduce Gun Violence,speeches/barackobama/barackobamagunviolencereduction.htm
07 Jan 2016,Remarks at CNN Town Hall on Guns in America,speeches/barackobama/barackobamagunsinamericancnntownhall.htm
12 Jan 2016,Final Presidential State of the Union Address,
17 Jan 2016,On Lifting Iran Sanctions and U.S. Detainee Releases,speeches/barackobama/barackobamairansanctionslifted.htm
27 Jan 2016,Righteous Among Nations Award Ceremony Address,speeches/barackobama/barackobamarighteousamongnationsceremony.htm
03 Feb 2016,Islamic Society of Baltimore Speech,speeches/barackobama/barackobamaislamicsocietybaltimore.htm
04 Feb 2016,Speech at the 64th National Prayer Breakfast,speeches/barackobama/barackobama2016prayerbreakfast.htm
04 Feb 2016,Honoring Golden State Warriors 2015 NBA Champs,speeches/barackobama/barackobamagoldenstatewarriors.htm
10 Feb 2016,Address to the Illinois General Assembly,speeches/barackobama/barackobamailliinoisgeneralassembly.htm
13 Feb 2016,Address on the Passing of USSC Justice Antonin Scalia,speeches/barackobama/barackobamaantoninscaliapassing.htm
16 Feb 2016,U.S-ASEAN Summit Press Conference,speeches/barackobama/barackobamaASEANpresser.htm
20 Feb 2016,Weekly Address - A New Chapter with Cuba,speeches/barackobama/barackobamaweeklyaddresscubanewchapter.htm
23 Feb 2016,On Closing Guantanamo Bay Detention Facility,speeches/barackobama/barackobamaguantanamobayclosing.htm
25 Feb 2016,Update on Progress to Degrade and Destroy ISIL,speeches/barackobama/barackobamaISILupdate.htm
26 Feb 2016,Recovery and Reinvestment Act Seventh Anniversary,speeches/barackobama/barackobamarecoveryandreinvestmentact.htm
11 Mar 2016,South by Southwest Interactive Remarks,speeches/barackobama/barackobamasxsw.htm
16 Mar 2016,Merrick Garland USSC Nomination Address,speeches/barackobama/barackobamamerrickgarlandnomination.htm
21 Mar 2016,Joint Press Conference with President Raul Castro,speeches/barackobama/barackobamaraulcastropresser.htm
21 Mar 2016,Address and Q&A at a Cuba Entrepreneurs Event,speeches/barackobama/barackobamacubaentrepreneurs.htm
22 Mar 2016,Address to the People of Cuba,speeches/barackobama/barackobamacubapeoplespeech.htm
23 Mar 2016,Young Leaders Town Hall in Argentina,speeches/barackobama/barackobamaYLAIArgentina.htm
26 Mar 2016,Discussion with Davis Simon on The Wire,speeches/barackobama/barackobamadavidsimonthewire.htm
01 Apr 2016,Nuclear Security Summit Press Conference,speeches/barackobama/barackobamanuclearsummitpresser.htm
07 Apr 2016,Conversation at the University. of Chicago Law School,speeches/barackobama/barackobamausscconversation.htm
21 Apr 2016,Press Conference in Saudi Arabia,speeches/barackobama/barackobamasaudiarabiapresser.htm
23 Apr 2016,Young Leaders Town Hall in the United Kingdom,speeches/barackobama/barackobamalondontownhall.htm
25 Apr 2016,Address in Hannover to the Peoples of Europe,speeches/barackobama/barackobamaeuropehanover.htm
30 Apr 2016,White House Correspondents Dinner Speech,speeches/barackobama/barackobamawhitehousecorrespondentsdinner2016.htm
04 May 2016,"Flint, Michigan Community Speech",speeches/barackobama/barackobamaflintmichigancommunity.htm
07 May 2016,Howard University Commencement Address,speeches/barackobama/barackobamahowarduniversitycommencement.htm
14 May 2016,Weekly Address on Opioid Addiction with Macklemore,speeches/barackobama/weeklyaddresses/barackobamaweeklyaddictionmacklemore.htm
24 May 2016,Address to the People of Vietnam,speeches/barackobama/barackobamanationalconventioncentervietnam.htm
24 May 2016,Address on Entrepreneurship at Dreamplex in Vietnam,speeches/barackobama/barackobamavietnambusinessdevelopment.htm
25 May 2016,Young Leaders Town Hall in Vietnam,speeches/barackobama/barackobamaYSEALIVietnam.htm
25 May 2016,Press Conference with Prime Minister Shinzo Abe,speeches/barackobama/barackobamashinzoabepresser.htm
26 May 2016,Post G7 Conference Presser,speeches/barackobama/barackobamajapanpostG7presser.htm
27 May 2016,Address at the Hiroshima Peace Memorial,speeches/barackobama/barackobamahiroshimaspeech.htm
02 Jun 2016,U.S. Air Force Academy Commencement Address,speeches/barackobama/barackobamaairforceacademycommencement.htm
09 Jun 2016,Presidential Endorsement of Hillary Clinton,speeches/barackobama/barackobamahillaryclintonpresidentialendorsement.htm
12 Jun 2016,"Statement on the Shootings in Orlando, Florida",speeches/barackobama/barackobamaorlandoshootings.htm
14 Jun 2016,Counter-ISIL Meeting Update Briefing,speeches/barackobama/barackobamaISILcounter.htm
14 Jun 2016,United State of Women White House Summit Address,speeches/barackobama/barackobamaunitedstateofwomensummit.htm
16 Jun 2016,"Address to the Community of Orlando, Florida",speeches/barackobama/barackobamaorlandocommunitystmt.htm
23 Jun 2016,Remarks on USSC Ruling in U.S. vs. Texas,speeches/barackobama/barackobamausvstexasimmigration.htm
29 Jun 2016,Speech to the Parliament of Canada,speeches/barackobama/barackobamaparliamentofcanadaspeech.htm
09 Jul 2016,Press Conference Following 2016 NATO Summit,speeches/barackobama/barackobamapostnatopresser2016.htm
12 Jul 2016,Dallas Police Memorial Address,speeches/barackobama/barackobamadallaspolicememorial.htm
27 Jul 2016,Democratic National Convention Address,
04 Aug 2016,Post Security Council Pentagon Press Conference,speeches/barackobama/barackobamaisilpressconference.htm
23 Aug 2016,Baton Rouge Flooding Press Statement,speeches/barackobama/barackobamabatonrougeflooding.htm
05 Sep 2016,Press Conference Following G-20 Summit,speeches/barackobama/barackobamag20chinapresser.htm
06 Sep 2016,Address to the People of Laos,speeches/barackobama/barackobamalaospeople.htm
06 Sep 2016,Post ASEAN Press Conference,speeches/barackobama/barackobamapostASEANpresser.htm
11 Sep 2016,9/11 Memorial Address,speeches/barackobama/barackobama91115years.htm
19 Sep 2016,On the Explosions in New York and New Jersey,speeches/barackobama/barackobamanewyorkandnewjerseyexplosions.htm
20 Sep 2016,United Nations 71st Session General Assembly Speech,speeches/barackobama/barackobamaunitednations71.htm
24 Sep 2016,National African-American History Museum Dedication,speeches/barackobama/barackobamaafricanamericanhistorymuseum.htm
30 Sep 2016,Shimon Peres Memorial Service Address,speeches/barackobama/barackobamashimonperesmemorial.htm
09 Nov 2016,Remarks on the U.S. Presidential Election Outcome,speeches/barackobama/barackobama2016presidentialelectionoutcome.htm
10 Nov 2016,First Meeting with President-Elect Donald Trump,speeches/barackobama/barackobamadonaldtrumpmeeting.htm
14 Nov 2016,Post Presidential Election Press Conference,speeches/barackobama/barackobamapostelectionpresser.htm
16 Nov 2016,Address to the People of Greece,speeches/barackobama/barackobamagreecepeople.htm
17 Nov 2016,Joint Presser with Chancellor Angela Merkel,speeches/barackobama/barackobamaangelamerkelpresser2016.htm
20 Nov 2016,Young Leaders of the Americas Initiative Speech/Q&A,speeches/barackobama/barackobamaYLAI2016.htm
20 Nov 2016,Press Conference in Peru,speeches/barackobama/barackobamaperupressconference.htm
04 Dec 2016,Kennedy Center Honors Reception Address,speeches/barackobama/barackobamakennedycenter2016.htm
06 Dec 2016,On the Administration's Approach to Counterterrorism,speeches/barackobama/barackobamacounterterrorismapproach2016.htm
16 Dec 2016,Final Presidential Press Conference of Year,speeches/barackobama/barackobamafinalpresidentialpressconference.htm
27 Dec 2016,Address at Pearl Harbor,speeches/barackobama/barackobamapearlharbor.htm
04 Dec 2016,Farewell Address to the U.S. Armed Forces,speeches/barackobama/barackobamafarwellarmedforces.htm
06 Jan 2017,VOX Live Interview at the Blair House,speeches/barackobama/barackobamaVOXinterview.htm
10 Jan 2017,Presidential Farewell Address,speeches/barackobama/barackobamafarewelladdress.htm
12 Jan 2017,Joe Biden Medal of Freedom Presentation Address,speeches/barackobama/barackobamajoebidenmedaloffreedom.htm
14 Jan 2017,Final Presidential Weekly Address,speeches/barackobama/barackobamafinalweeklyaddress.htm
16 Jan 2017,MLB World Series Champion Chicago Cubs WH Visit,speeches/barackobama/barackobamachicagocubsMLBchamps.htm
18 Jan 2017,Final Presidential Press Conference,speeches/barackobama/barackobamafinalpressconference.htm
20 Jan 2017,Farewell Remarks at Andrews to Staff and Supporters,speeches/barackobama/barackobamafarewelltostaffandrewsaft.htm
